sample_id,image_path,country_id,country,x1,y1,x2,y2,x_center,y_center,w,h,conf,cls,image_id
510158440137330_0,images/510158440137330.jpg,117,TR,0.5422235509851476,0.5382164120674133,0.5629026978880495,0.6545664668083191,0.5525631244365985,0.5963914394378662,0.020679146902901846,0.11635005474090576,0.8491740226745605,0.0,510158440137330
707777867238730_0,images/707777867238730.jpg,114,TL,0.913084953061996,0.6529145240783691,0.9362290905367944,0.7408277988433838,0.9246570217993952,0.6968711614608765,0.023144137474798376,0.08791327476501465,0.6450474262237549,0.0,707777867238730
823920321546062_0,images/823920321546062.jpg,87,NZ,0.7575857468814112,0.5560229420661926,0.7695373320495678,0.6418004035949707,0.7635615394654895,0.5989116728305817,0.011951585168156531,0.08577746152877808,0.8351234793663025,0.0,823920321546062
208978417512746_0,images/208978417512746.jpg,59,IS,0.668637185568338,0.6900792121887207,0.6821452046488667,0.8102440237998962,0.6753911951086023,0.7501616179943085,0.013508019080528788,0.12016481161117554,0.8134157061576843,0.0,208978417512746
1816309908539055_0,images/1816309908539055.jpg,116,TN,0.6843065198961195,0.6803142428398132,0.6947675432477679,0.7753503918647766,0.6895370315719437,0.7278323173522949,0.010461023351648446,0.09503614902496338,0.3947168290615082,0.0,1816309908539055
293885558959191_0,images/293885558959191.jpg,6,AU,0.2975741208254636,0.544165313243866,0.3075877430674794,0.6628326177597046,0.3025809319464715,0.6034989655017853,0.010013622242015796,0.11866730451583862,0.43367040157318115,0.0,293885558959191
464058041372230_1,images/464058041372230.jpg,20,CL,0.05621607672307909,0.5145861506462097,0.06869629535478415,0.690456748008728,0.06245618603893162,0.6025214493274689,0.012480218631705058,0.1758705973625183,0.45053932070732117,0.0,464058041372230
201161581820548_0,images/201161581820548.jpg,17,CA,0.056983623336836736,0.6816200017929077,0.06900629060359295,0.757634699344635,0.06299495697021484,0.7196273505687714,0.012022667266756215,0.0760146975517273,0.65671706199646,0.0,201161581820548
512487820188522_0,images/512487820188522.jpg,117,TR,0.6548684591775412,0.8054119348526001,0.6735220102163462,0.9459013938903809,0.6641952346969437,0.8756566643714905,0.01865355103880495,0.14048945903778076,0.8512631058692932,0.0,512487820188522
222014902707630_0,images/222014902707630.jpg,59,IS,0.6627197936341003,0.7418525218963623,0.6809618604052198,0.8594229817390442,0.6718408270196601,0.8006377518177032,0.018242066771119503,0.11757045984268188,0.8401728272438049,0.0,222014902707630
967561547284400_0,images/967561547284400.jpg,22,CN,0.3622221065756163,0.7655211091041565,0.43173602599202715,1.0,0.39697906628382174,0.8827605545520782,0.06951391941641083,0.2344788908958435,0.892597496509552,0.0,967561547284400
1370569486651982_0,images/1370569486651982.jpg,27,DE,0.709623901725165,0.5190227627754211,0.7337527456870876,0.6579705476760864,0.7216883237061262,0.5884966552257538,0.024128843961922608,0.13894778490066528,0.8715199828147888,0.0,1370569486651982
388852845607689_0,images/388852845607689.jpg,87,NZ,0.6150719819597408,0.5989019870758057,0.6261538532869902,0.6398209929466248,0.6206129176233655,0.6193614900112152,0.01108187132724947,0.04091900587081909,0.8485623002052307,0.0,388852845607689
992808028212162_0,images/992808028212162.jpg,13,BR,0.7125402429601648,0.5265803933143616,0.7299251346797734,0.5946325659751892,0.7212326888199692,0.5606064796447754,0.017384891719608553,0.06805217266082764,0.6759575605392456,0.0,992808028212162
153010193450120_0,images/153010193450120.jpg,27,DE,0.4163723047877337,0.3383937180042267,0.43223084033059933,0.43990710377693176,0.4243015725591665,0.3891504108905792,0.015858535542865648,0.10151338577270508,0.7817608118057251,0.0,153010193450120
2894521244123195_0,images/2894521244123195.jpg,6,AU,0.7334256685697116,0.5074656009674072,0.7486672873025412,0.5900668501853943,0.7410464779361263,0.5487662255764008,0.015241618732829587,0.08260124921798706,0.8579727411270142,0.0,2894521244123195
1233255890445078_0,images/1233255890445078.jpg,112,TH,0.8836082838847141,0.8382163047790527,0.8955730538913581,0.8856372237205505,0.8895906688880362,0.8619267642498016,0.011964770006643977,0.0474209189414978,0.4784787893295288,0.0,1233255890445078
3883042978481391_0,images/3883042978481391.jpg,6,AU,0.4574095874238224,0.6244628429412842,0.4717837246981534,0.7031625509262085,0.4645966560609879,0.6638126969337463,0.014374137274331011,0.07869970798492432,0.8399538397789001,0.0,3883042978481391
159112709662082_0,images/159112709662082.jpg,101,RU,0.802899169921875,0.5337344408035278,0.8121829525455013,0.6149805188179016,0.8075410612336882,0.5743574798107147,0.00928378262362628,0.08124607801437378,0.8382760882377625,0.0,159112709662082
503476077675080_0,images/503476077675080.jpg,74,ME,0.7952637389466003,0.6141076683998108,0.8304916884872939,0.8915155529975891,0.8128777137169472,0.7528116106987,0.03522794954069364,0.2774078845977783,0.9055895209312439,0.0,503476077675080
540296203805686_0,images/540296203805686.jpg,36,ET,0.03167888934795673,0.6902799010276794,0.047463720971411404,0.8797745704650879,0.039571305159684066,0.7850272357463837,0.015784831623454676,0.18949466943740845,0.8197867274284363,0.0,540296203805686
1934145753405486_0,images/1934145753405486.jpg,27,DE,0.05600697134247273,0.5648650527000427,0.06973023848100142,0.6732253432273865,0.06286860491173707,0.6190451979637146,0.013723267138528686,0.10836029052734375,0.7426238059997559,0.0,1934145753405486
253486639650801_1,images/253486639650801.jpg,6,AU,0.6291223546960851,0.5337936282157898,0.6384939340444712,0.6155226826667786,0.6338081443702781,0.5746581554412842,0.009371579348386061,0.08172905445098877,0.7346636056900024,0.0,253486639650801
2105719402903012_1,images/2105719402903012.jpg,101,RU,0.5897225516183036,0.6582875847816467,0.5985726492745536,0.7412485480308533,0.5941476004464286,0.69976806640625,0.00885009765625,0.08296096324920654,0.735349714756012,0.0,2105719402903012
3215834268650607_0,images/3215834268650607.jpg,108,SN,0.1577333578965531,0.13259431719779968,0.17029851203090635,0.2749800980091095,0.16401593496372974,0.2037872076034546,0.012565154134353246,0.14238578081130981,0.3062736392021179,0.0,3215834268650607
212653830460787_0,images/212653830460787.jpg,35,ES,0.9691220280711602,0.5174716114997864,0.9976174810415139,0.6069392561912537,0.9833697545563371,0.56220543384552,0.02849545297035372,0.08946764469146729,0.8455760478973389,0.0,212653830460787
211034710612550_0,images/211034710612550.jpg,17,CA,0.9513602791251717,0.6010755896568298,0.9724693214500343,0.7777255177497864,0.961914800287603,0.6894005537033081,0.021109042324862548,0.17664992809295654,0.7282716631889343,0.0,211034710612550
222655855979934_0,images/222655855979934.jpg,35,ES,0.8504852563404967,0.5408681035041809,0.8637697102387281,0.650056779384613,0.8571274832896123,0.595462441444397,0.013284453898231408,0.10918867588043213,0.8350605964660645,0.0,222655855979934
839877076606999_0,images/839877076606999.jpg,112,TH,0.8156805402023002,0.6702234745025635,0.8308710450650659,0.7135862112045288,0.8232757926336831,0.6919048428535461,0.015190504862765741,0.04336273670196533,0.6387608051300049,0.0,839877076606999
485176549495166_0,images/485176549495166.jpg,6,AU,0.35195889315762363,0.49235376715660095,0.3620601109095982,0.5590307712554932,0.3570095020336109,0.5256922692060471,0.01010121775197459,0.06667700409889221,0.8579162955284119,0.0,485176549495166
480902513118790_1,images/480902513118790.jpg,87,NZ,0.8794049944196428,0.6531192064285278,0.8886888441148695,0.7471503615379333,0.8840469192672562,0.7001347839832306,0.009283849695226665,0.09403115510940552,0.5413108468055725,0.0,480902513118790
239255681309979_0,images/239255681309979.jpg,79,MX,0.08893971708862662,0.7118335962295532,0.10348063270367486,0.7939539551734924,0.09621017489615075,0.7528937757015228,0.014540915615048236,0.08212035894393921,0.8443169593811035,0.0,239255681309979
521135563107670_0,images/521135563107670.jpg,62,JP,0.37619823531836166,0.6175716519355774,0.3903547781153832,0.6931138038635254,0.3832765067168724,0.6553427278995514,0.014156542797021554,0.075542151927948,0.7152535915374756,0.0,521135563107670
320949266052339_0,images/320949266052339.jpg,104,SE,0.32827420199874546,0.6652413606643677,0.3504076435618157,0.8195340633392334,0.3393409227802806,0.7423877120018005,0.022133441563070233,0.15429270267486572,0.8480759263038635,0.0,320949266052339
952904358869865_0,images/952904358869865.jpg,27,DE,0.587157710905998,0.6112514734268188,0.6042617842598744,0.7439531683921814,0.5957097475829363,0.6776023209095001,0.017104073353876426,0.13270169496536255,0.8659394383430481,0.0,952904358869865
203645528087739_0,images/203645528087739.jpg,62,JP,0.9037187589959698,0.76422518491745,0.9149351090711362,0.9352568984031677,0.909326934033553,0.8497410416603088,0.011216350075166415,0.17103171348571777,0.7570738196372986,0.0,203645528087739
302988564831970_0,images/302988564831970.jpg,117,TR,0.682757568359375,0.5721901655197144,0.6916131658868475,0.6619278788566589,0.6871853671231112,0.6170590221881866,0.008855597527472558,0.08973771333694458,0.5734134316444397,0.0,302988564831970
1774435169385173_0,images/1774435169385173.jpg,59,IS,0.6465463050998901,0.6363606452941895,0.6623672977570565,0.7380892634391785,0.6544568014284733,0.687224954366684,0.01582099265716641,0.10172861814498901,0.5453588366508484,0.0,1774435169385173
483641866388084_1,images/483641866388084.jpg,80,MY,0.09417736346905048,0.5661637187004089,0.1080271710406293,0.7674474716186523,0.1011022672548399,0.6668055951595306,0.013849807571578818,0.2012837529182434,0.8009653091430664,0.0,483641866388084
659202118483190_0,images/659202118483190.jpg,97,PT,0.698550783932864,0.5155215859413147,0.713345437521463,0.623042643070221,0.7059481107271635,0.5692821145057678,0.014794653588598994,0.10752105712890625,0.8181442618370056,0.0,659202118483190
182523767051590_0,images/182523767051590.jpg,37,FI,0.6673059484460852,0.6948530673980713,0.6777151925223214,0.771675169467926,0.6725105704842033,0.7332641184329987,0.010409244076236224,0.07682210206985474,0.8429599404335022,0.0,182523767051590
1088998524916642_0,images/1088998524916642.jpg,37,FI,0.7115847409426511,0.7003055214881897,0.7209305647965316,0.7990081906318665,0.7162576528695914,0.7496568560600281,0.009345823853880497,0.09870266914367676,0.8497124910354614,0.0,1088998524916642
4089804937708380_0,images/4089804937708380.jpg,100,RS,0.4874749057803336,0.7151644825935364,0.49938154919755773,0.7982276678085327,0.49342822748894566,0.7566960752010345,0.011906643417224139,0.08306318521499634,0.8192997574806213,0.0,4089804937708380
209736880774527_0,images/209736880774527.jpg,17,CA,0.13695583133907108,0.6997238397598267,0.14649064619462568,0.7779894471168518,0.1417232387668484,0.7388566434383392,0.009534814855554602,0.07826560735702515,0.8263687491416931,0.0,209736880774527
482431332907463_0,images/482431332907463.jpg,90,PE,0.14565354288498328,0.6101858019828796,0.15985592928799716,0.6869735717773438,0.1527547360864902,0.6485796868801117,0.014202386403013884,0.07678776979446411,0.6562793254852295,0.0,482431332907463
370639741019643_1,images/370639741019643.jpg,6,AU,0.816485595703125,0.48891037702560425,0.8275188068767171,0.5639201998710632,0.8220022012899211,0.5264152884483337,0.011033211173592128,0.07500982284545898,0.46205994486808777,0.0,370639741019643
185560400088341_0,images/185560400088341.jpg,6,AU,0.4341276399381868,0.5202457904815674,0.44329693134014425,0.558491587638855,0.43871228563916553,0.5393686890602112,0.009169291401957436,0.0382457971572876,0.46761754155158997,0.0,185560400088341
163572579105831_0,images/163572579105831.jpg,27,DE,0.35714992400138607,0.3208157420158386,0.3736667577122663,0.40552088618278503,0.36540834085682616,0.36316831409931183,0.016516833710880252,0.08470514416694641,0.7954533696174622,0.0,163572579105831
521087682248592_0,images/521087682248592.jpg,117,TR,0.3837636928705554,0.6375452280044556,0.3934531080420514,0.7281329035758972,0.3886084004563034,0.6828390657901764,0.009689415171496019,0.09058767557144165,0.7874879837036133,0.0,521087682248592
4132944963415156_0,images/4132944963415156.jpg,6,AU,0.7594949910928915,0.4713034927845001,0.7696784050910027,0.5228347778320312,0.7645866980919471,0.4970691353082657,0.01018341399811118,0.05153128504753113,0.48162493109703064,0.0,4132944963415156
136438981813441_0,images/136438981813441.jpg,74,ME,0.6689207642942995,0.49217885732650757,0.6831903813959478,0.6323413848876953,0.6760555728451236,0.5622601211071014,0.014269617101648313,0.14016252756118774,0.8658825755119324,0.0,136438981813441
523178172167515_0,images/523178172167515.jpg,27,DE,0.6011670244054711,0.4804915487766266,0.6147736580141129,0.6183091402053833,0.607970341209792,0.5494003444910049,0.013606633608641783,0.1378175914287567,0.8203235268592834,0.0,523178172167515
338414271032681_0,images/338414271032681.jpg,79,MX,0.8931459667395986,0.17597538232803345,0.9304967975336785,0.21493901312351227,0.9118213821366385,0.19545719772577286,0.03735083079407997,0.03896363079547882,0.4430234730243683,0.0,338414271032681
770594526926853_0,images/770594526926853.jpg,87,NZ,0.3735721127017514,0.5129296183586121,0.38500731751158995,0.6270427703857422,0.37928971510667064,0.5699861943721771,0.011435204809838562,0.11411315202713013,0.845274806022644,0.0,770594526926853
538495390643128_0,images/538495390643128.jpg,101,RU,0.2691517938966276,0.5115140676498413,0.2941980445839443,0.6301724910736084,0.2816749192402859,0.5708432793617249,0.025046250687316696,0.11865842342376709,0.8590654134750366,0.0,538495390643128
466517277797846_0,images/466517277797846.jpg,6,AU,0.8155773791638049,0.5853967070579529,0.8294831328339629,0.718693733215332,0.8225302559988839,0.6520452201366425,0.013905753670158005,0.13329702615737915,0.8026294112205505,0.0,466517277797846
814046086210521_0,images/814046086210521.jpg,87,NZ,0.27674369028936036,0.49841055274009705,0.30404573591573497,0.6182469129562378,0.29039471310254766,0.5583287328481674,0.027302045626374616,0.11983636021614075,0.5602878332138062,0.0,814046086210521
1746520008862129_0,images/1746520008862129.jpg,26,CZ,0.5748964762819406,0.820297122001648,0.5845457635531768,0.9063521027565002,0.5797211199175587,0.8633246123790741,0.009649287271236151,0.0860549807548523,0.5979321002960205,0.0,1746520008862129
323327532477511_0,images/323327532477511.jpg,35,ES,0.7610231504335508,0.5729533433914185,0.788135033911401,0.8021823167800903,0.774579092172476,0.6875678300857544,0.027111883477850207,0.22922897338867188,0.860960066318512,0.0,323327532477511
1095842364237081_0,images/1095842364237081.jpg,104,SE,0.41293589833018546,0.6377138495445251,0.42969501201923077,0.6844370365142822,0.42131545517470814,0.6610754430294037,0.016759113689045313,0.04672318696975708,0.8462948203086853,0.0,1095842364237081
161065012630329_0,images/161065012630329.jpg,87,NZ,0.8848997011289492,0.35108646750450134,0.8964627779447115,0.43450963497161865,0.8906812395368304,0.39279805123806,0.011563076815762297,0.08342316746711731,0.5675886273384094,0.0,161065012630329
373898857381627_0,images/373898857381627.jpg,8,BA,0.6159517057649382,0.7083154916763306,0.6249968476347871,0.8180095553398132,0.6204742766998627,0.7631625235080719,0.00904514186984895,0.10969406366348267,0.8270267844200134,0.0,373898857381627
480523799823604_0,images/480523799823604.jpg,37,FI,0.022105075746687276,0.7085280418395996,0.03807045217832862,0.8197474479675293,0.03008776396250795,0.7641377449035645,0.015965376431641344,0.11121940612792969,0.8551414012908936,0.0,480523799823604
936654183839613_0,images/936654183839613.jpg,23,CO,0.9037544496597782,0.7870221138000488,0.9158481810449505,0.8675845265388489,0.9098013153523643,0.8273033201694489,0.012093731385172224,0.08056241273880005,0.3925235867500305,0.0,936654183839613
525769952467197_0,images/525769952467197.jpg,97,PT,0.6330703903030563,0.5017885565757751,0.6425635033911401,0.5784160494804382,0.6378169468470982,0.5401023030281067,0.00949311308808376,0.07662749290466309,0.8223493695259094,0.0,525769952467197
1428092567542878_0,images/1428092567542878.jpg,35,ES,0.8476351018537555,0.6719681024551392,0.8675260488052814,0.7694377303123474,0.8575805753295185,0.7207029163837433,0.019890946951525934,0.09746962785720825,0.8658278584480286,0.0,1428092567542878
2800946130157852_0,images/2800946130157852.jpg,49,GT,0.05658298534351391,0.565227210521698,0.06765271281148051,0.6702491641044617,0.062117849077497206,0.6177381873130798,0.011069727467966604,0.10502195358276367,0.7992822527885437,0.0,2800946130157852
327437502073519_0,images/327437502073519.jpg,48,GR,0.5245560530777816,0.628438413143158,0.5341061434902987,0.6625301241874695,0.5293310982840402,0.6454842686653137,0.009550090412517087,0.03409171104431152,0.7789689898490906,0.0,327437502073519
772659413392820_0,images/772659413392820.jpg,121,US,0.9494565858945742,0.6453716158866882,0.9638028658353366,0.7695244550704956,0.9566297258649554,0.7074480354785919,0.01434627994076243,0.12415283918380737,0.728431761264801,0.0,772659413392820
971204716956139_0,images/971204716956139.jpg,27,DE,0.972163340809581,0.49956586956977844,0.9969554859203297,0.7512632012367249,0.9845594133649553,0.6254145354032516,0.024792145110748676,0.2516973316669464,0.8587540984153748,0.0,971204716956139
578754833441327_1,images/578754833441327.jpg,27,DE,0.0069168208281665255,0.7567015290260315,0.028771800379599293,0.880216658115387,0.01784431060388291,0.8184590935707092,0.021854979551432768,0.12351512908935547,0.7913694381713867,0.0,578754833441327
469582834153483_0,images/469582834153483.jpg,17,CA,0.8575870990753174,0.6087244153022766,0.873241662979126,0.7078251242637634,0.8654143810272217,0.65827476978302,0.015654563903808594,0.09910070896148682,0.45649614930152893,0.0,469582834153483
390178632063877_0,images/390178632063877.jpg,35,ES,0.7602353809166514,0.5810229182243347,0.7769682316486437,0.7306473255157471,0.7686018062826476,0.6558351218700409,0.016732850731992266,0.14962440729141235,0.8591089844703674,0.0,390178632063877
3016969441913165_0,images/3016969441913165.jpg,6,AU,0.6074441143494548,0.7195056676864624,0.6245271565277906,0.8723304867744446,0.6159856354386226,0.7959180772304535,0.017083042178335783,0.15282481908798218,0.40776047110557556,0.0,3016969441913165
2198119770350690_0,images/2198119770350690.jpg,48,GR,0.8659874549278846,0.8180939555168152,0.8884074116801167,0.8923152685165405,0.8771974333040007,0.8552046120166779,0.022419956752232073,0.07422131299972534,0.5573723912239075,0.0,2198119770350690
173790881307276_0,images/173790881307276.jpg,121,US,0.0,0.6873909831047058,0.014217347343646186,0.7604267597198486,0.007108673671823093,0.7239088714122772,0.014217347343646186,0.07303577661514282,0.6898351907730103,0.0,173790881307276
2243635412436367_0,images/2243635412436367.jpg,87,NZ,0.8521324744591346,0.6247706413269043,0.8650135752918956,0.7782657146453857,0.8585730248755151,0.701518177986145,0.01288110083276095,0.15349507331848145,0.813420832157135,0.0,2243635412436367
1010099123271811_0,images/1010099123271811.jpg,26,CZ,0.9383365933146994,0.5968703031539917,0.970182267801503,0.8233221769332886,0.9542594305581011,0.7100962400436401,0.03184567448680353,0.22645187377929688,0.8452851176261902,0.0,1010099123271811
733819367286036_0,images/733819367286036.jpg,6,AU,0.07369932237562242,0.4988558292388916,0.0853487287248884,0.5439199805259705,0.07952402555025541,0.521387904882431,0.011649406349265978,0.04506415128707886,0.6414700746536255,0.0,733819367286036
2526897000790007_0,images/2526897000790007.jpg,6,AU,0.29475131192050136,0.5632449984550476,0.3108490325592376,0.6675894856452942,0.3028001722398695,0.6154172420501709,0.016097720638736268,0.10434448719024658,0.7962170243263245,0.0,2526897000790007
875368543046661_0,images/875368543046661.jpg,85,NO,0.33154355046336603,0.3616279661655426,0.3517068320355457,0.4102793335914612,0.3416251912494559,0.3859536498785019,0.02016328157217967,0.04865136742591858,0.419590026140213,0.0,875368543046661
892697401277581_0,images/892697401277581.jpg,6,AU,0.34674551827566963,0.5641235709190369,0.357169182745965,0.6289772987365723,0.35195735051081734,0.5965504348278046,0.010423664470295357,0.0648537278175354,0.48502543568611145,0.0,892697401277581
481741049816040_0,images/481741049816040.jpg,115,TM,0.8356671343792926,0.5736573934555054,0.8461470719222184,0.6207013130187988,0.8409071031507556,0.5971793532371521,0.010479937542925755,0.04704391956329346,0.7456777691841125,0.0,481741049816040
5686425101384364_0,images/5686425101384364.jpg,87,NZ,0.3490830306168441,0.5457075834274292,0.3757313487293956,0.676720142364502,0.36240718967311986,0.6112138628959656,0.026648318112551528,0.13101255893707275,0.8302167654037476,0.0,5686425101384364
148456007255770_0,images/148456007255770.jpg,6,AU,0.23891243137572168,0.7141339778900146,0.2593944918724798,0.828231692314148,0.24915346162410074,0.7711828351020813,0.02048206049675813,0.1140977144241333,0.8512272834777832,0.0,148456007255770
1946721565475890_0,images/1946721565475890.jpg,87,NZ,0.8531147797436308,0.530071496963501,0.865355818851952,0.6622626781463623,0.8592352992977914,0.5961670875549316,0.012241039108321194,0.13219118118286133,0.6897985339164734,0.0,1946721565475890
191438036153398_0,images/191438036153398.jpg,112,TH,0.3734099671080872,0.7512888312339783,0.3934507600553743,0.848881721496582,0.38343036358173077,0.8000852763652802,0.02004079294728711,0.09759289026260376,0.8110101222991943,0.0,191438036153398
2059148797568400_0,images/2059148797568400.jpg,27,DE,0.5385391369593109,0.5615559816360474,0.5522211248224432,0.6472007036209106,0.545380130890877,0.604378342628479,0.01368198786313235,0.08564472198486328,0.8281663656234741,0.0,2059148797568400
784635299158347_0,images/784635299158347.jpg,6,AU,0.18975171099652302,0.5371412038803101,0.20084776825957246,0.6344113945960999,0.19529973962804775,0.585776299238205,0.011096057263049436,0.0972701907157898,0.7138912677764893,0.0,784635299158347
140282624788617_0,images/140282624788617.jpg,87,NZ,0.7733620562511455,0.7038997411727905,0.7863615600943915,0.776562511920929,0.7798618081727685,0.7402311265468597,0.012999503843245996,0.07266277074813843,0.8147627115249634,0.0,140282624788617
886252745265615_0,images/886252745265615.jpg,85,NO,0.7713452112639755,0.6487948298454285,0.8338046703170822,0.8128559589385986,0.8025749407905288,0.7308253943920135,0.06245945905310668,0.16406112909317017,0.6483896374702454,0.0,886252745265615
952866622136235_0,images/952866622136235.jpg,104,SE,0.6185114104753036,0.5314541459083557,0.6480338326089956,0.7115024328231812,0.6332726215421496,0.6214782893657684,0.02952242213369205,0.18004828691482544,0.8769748210906982,0.0,952866622136235
758386171707450_0,images/758386171707450.jpg,37,FI,0.9367929311899038,0.718639075756073,0.9473855490212912,0.8960323929786682,0.9420892401055976,0.8073357343673706,0.01059261783138743,0.17739331722259521,0.8208030462265015,0.0,758386171707450
1756347737903390_0,images/1756347737903390.jpg,57,IN,0.01297051251589597,0.3422638773918152,0.02709086491511418,0.43406426906585693,0.020030688715505077,0.38816407322883606,0.014120352399218212,0.09180039167404175,0.5849526524543762,0.0,1756347737903390
488652652187034_0,images/488652652187034.jpg,35,ES,0.6876575548278272,0.5032260417938232,0.706633179068915,0.6134050488471985,0.6971453669483711,0.5583155453205109,0.018975624241087785,0.11017900705337524,0.8692672252655029,0.0,488652652187034
220237932904171_0,images/220237932904171.jpg,36,ET,0.7476552439259959,0.8136196732521057,0.7633703210851648,0.9136118292808533,0.7555127825055803,0.8636157512664795,0.015715077159168866,0.09999215602874756,0.8106042742729187,0.0,220237932904171
1487113604952882_0,images/1487113604952882.jpg,101,RU,0.5674197689517514,0.5196320414543152,0.5766148158482143,0.5950357913970947,0.5720172923999829,0.557333916425705,0.009195046896462888,0.07540374994277954,0.3909916579723358,0.0,1487113604952882
1194215721003900_0,images/1194215721003900.jpg,95,PL,0.5651813213641826,0.5872370600700378,0.5748446621737637,0.6666098237037659,0.5700129917689731,0.6269234418869019,0.009663340809581089,0.07937276363372803,0.8250405192375183,0.0,1194215721003900
320400082784254_0,images/320400082784254.jpg,87,NZ,0.16412511249441555,0.765872597694397,0.1792454202154165,0.8958762884140015,0.17168526635491604,0.8308744430541992,0.015120307721000953,0.1300036907196045,0.8543744683265686,0.0,320400082784254
1437248613291018_0,images/1437248613291018.jpg,100,RS,0.1779054211032006,0.7480694055557251,0.2050810783140121,0.8178932666778564,0.19149324970860634,0.7829813361167908,0.0271756572108115,0.06982386112213135,0.845252513885498,0.0,1437248613291018
305301797771251_0,images/305301797771251.jpg,11,BG,0.9086194024569746,0.7852486371994019,0.9477330304574275,0.9503165483474731,0.928176216457201,0.8677825927734375,0.03911362800045293,0.1650679111480713,0.8853774666786194,0.0,305301797771251
288851976129074_0,images/288851976129074.jpg,87,NZ,0.8491721950318457,0.6318070888519287,0.8709167301480022,0.7331230044364929,0.860044462589924,0.6824650466442108,0.021744535116156483,0.10131591558456421,0.8412091135978699,0.0,288851976129074
116757683820128_0,images/116757683820128.jpg,53,HU,0.7612461302637005,0.597074568271637,0.7901422495016954,0.823405385017395,0.7756941898826979,0.710239976644516,0.028896119237994955,0.22633081674575806,0.8530665040016174,0.0,116757683820128
1498185420367707_0,images/1498185420367707.jpg,101,RU,0.7073624238939928,0.7262558937072754,0.7197374808124084,0.7650530338287354,0.7135499523532006,0.7456544637680054,0.012375056918415561,0.03879714012145996,0.8032692074775696,0.0,1498185420367707
1364024820650299_0,images/1364024820650299.jpg,121,US,0.7876427283653846,0.5223045349121094,0.7990267240084135,0.607024073600769,0.793334726186899,0.5646643042564392,0.011383995643028832,0.08471953868865967,0.8194015622138977,0.0,1364024820650299
841752203107785_0,images/841752203107785.jpg,113,TJ,0.5499275326728821,0.5780714750289917,0.5659078359603882,0.6507903337478638,0.5579176843166351,0.6144309043884277,0.015980303287506104,0.07271885871887207,0.7327701449394226,0.0,841752203107785
570761640560751_0,images/570761640560751.jpg,6,AU,0.21217874380258414,0.6374889016151428,0.23165345244355254,0.7887949347496033,0.22191609812306834,0.713141918182373,0.019474708640968397,0.15130603313446045,0.6974571943283081,0.0,570761640560751
501422664625510_0,images/501422664625510.jpg,117,TR,0.764147479717548,0.6736133694648743,0.7772811051253434,0.8265987634658813,0.7707142924214457,0.7501060664653778,0.01313362540779539,0.15298539400100708,0.799860417842865,0.0,501422664625510
4114482521952060_0,images/4114482521952060.jpg,95,PL,0.9501637888478709,0.5625760555267334,0.9720861413976648,0.7724901437759399,0.9611249651227678,0.6675330996513367,0.02192235254979391,0.20991408824920654,0.8217013478279114,0.0,4114482521952060
